123	404	2003	61	2004	46	2005	40	2001	46	2006	40	2000	41	41	59	392	40	2003	60	1500	41	123	2007	61	2007	43	1502	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	33	2008	91	2000	93	605	2009	614	2002	46	2010	40	2000	41	41	123	2011	91	2003	93	61	2000	59	2008	91	2000	93	61	473	59	2012	637	59	325	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	2004	91	2000	93	631	45	1501	41	123	2005	91	2001	93	61	2002	46	2006	40	2000	41	59	2001	637	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	2004	91	2000	93	41	123	2005	91	2001	93	61	2002	46	2006	40	2000	41	59	2001	637	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	2001	91	2000	93	631	2003	91	2000	93	41	123	2004	637	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	2003	46	2004	40	2000	41	614	2005	46	2004	40	2000	41	41	123	2006	637	59	125	360	123	325	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	2001	91	2000	93	41	123	325	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	2001	91	2000	93	61	380	59	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	2001	46	2002	91	2000	93	46	2004	40	2005	41	41	123	2006	46	2007	46	2008	46	2009	40	2001	46	2010	41	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
123	392	40	2001	91	2000	93	631	424	41	123	2003	637	59	392	40	2001	91	2000	93	46	2004	40	41	41	637	2005	59	392	40	2001	91	2000	93	46	2006	40	41	41	637	2007	59	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
